,fecha,hora,edad,genero,barrio,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,barrio_completo,poblacion_por_barrio
221,2019-06-02,23:22:00,31,Mujer,Otro,A,B,B,A,C,B,A,A,A,C,C,B,B,Mataderos,64436
222,2019-06-02,23:20:00,25,Mujer,Otro,A,C,B,B,A,A,C,C,C,C,B,C,C,Flores,164310
223,2019-06-02,23:20:00,33,Mujer,San nicolas,C,C,C,B,C,B,B,C,C,C,C,C,C,San nicolas,29273
224,2019-06-02,23:15:00,44,Mujer,Liniers,A,A,B,B,B,B,A,A,A,C,C,A,C,Liniers,44132
225,2019-06-02,23:14:00,32,Mujer,Palermo,B,B,B,C,B,C,C,C,C,C,B,B,C,Palermo,226534
226,2019-06-02,23:11:00,40,Hombre,Almagro,A,A,A,B,A,A,C,B,C,A,C,A,C,Almagro,131699
227,2019-06-02,23:10:00,36,Mujer,Belgrano,B,B,A,C,B,B,C,C,C,C,C,A,B,Belgrano,126267
228,2019-06-02,23:09:00,30,Mujer,Otro,C,B,C,B,C,B,B,B,C,C,B,C,C,Balvanera,138926
229,2019-06-02,23:08:00,60,Hombre,Caballito,C,C,C,B,C,B,C,C,C,C,C,B,C,Caballito,176076
230,2019-06-02,23:07:00,31,Hombre,Belgrano,B,C,C,A,C,C,A,B,B,C,A,C,A,Belgrano,126267
231,2019-06-02,23:04:00,40,Mujer,Agronomia,C,C,C,C,C,C,C,C,C,C,C,C,C,Agronomia,13912
232,2019-06-02,23:04:00,28,Hombre,Caballito,A,C,A,A,C,C,C,B,B,C,A,C,A,Caballito,176076
233,2019-06-02,22:58:00,49,Mujer,Otro,C,A,C,C,C,B,C,C,C,C,C,C,B,Villa soldati,46779
234,2019-06-02,22:47:00,35,Mujer,Nunez,B,C,A,B,B,A,C,C,C,C,B,A,B,Nunez,51949
235,2019-06-02,22:47:00,34,Mujer,Otro,A,C,A,A,A,B,C,B,A,B,B,A,C,Boedo,47306
236,2019-06-02,22:44:00,21,Hombre,Barracas,B,B,B,A,A,A,A,C,C,C,A,B,B,Barracas,89452
237,2019-06-02,22:42:00,26,Mujer,San telmo,A,B,C,C,C,B,B,B,B,C,B,B,C,San telmo,20453
238,2019-06-02,22:40:00,19,Mujer,Otro,C,C,B,A,C,A,C,B,C,C,C,C,C,Colegiales,52551
239,2019-06-02,22:39:00,29,Mujer,Boedo,B,C,B,A,B,B,B,B,A,C,C,C,C,Boedo,47306
240,2019-06-02,22:32:00,20,Mujer,Otro,A,B,A,A,B,B,B,A,B,C,A,B,B,Flores,164310
241,2019-06-02,22:31:00,32,Mujer,Balvanera,C,C,A,A,B,B,C,C,C,C,A,C,B,Balvanera,138926
242,2019-06-02,22:30:00,42,Mujer,Villa urquiza,A,C,B,A,B,B,C,B,B,A,B,A,A,Villa urquiza,91563
243,2019-06-02,22:29:00,37,Mujer,Otro,A,A,A,A,A,A,A,A,B,B,C,A,B,Velez sarsfield,35081
244,2019-06-02,22:28:00,26,Mujer,Otro,C,C,C,A,C,B,B,B,B,C,B,C,C,Paternal,19717
245,2019-06-02,22:27:00,32,Mujer,Palermo,B,B,A,B,C,A,C,B,B,C,B,C,C,Palermo,226534
246,2019-06-02,22:27:00,33,Mujer,Coghlan,A,C,C,B,B,B,B,B,B,C,C,B,B,Coghlan,18604
247,2019-06-02,22:23:00,35,Mujer,Barracas,C,C,C,C,C,B,C,C,C,C,C,C,C,Barracas,89452
248,2019-06-02,22:20:00,29,Hombre,Otro,A,A,A,B,A,B,C,B,B,B,B,A,C,Parque chacabuco,56281
249,2019-06-02,22:20:00,18,Mujer,Nunez,B,B,A,A,C,A,C,B,C,C,B,A,C,Nunez,51949
250,2019-06-02,22:20:00,33,Mujer,Almagro,B,C,B,B,B,C,B,A,B,C,C,B,B,Almagro,131699
251,2019-06-02,22:18:00,30,Mujer,Recoleta,B,C,C,C,C,B,C,B,C,C,B,C,C,Recoleta,157932
252,2019-06-02,22:16:00,36,Hombre,Belgrano,A,A,A,C,B,B,C,C,C,B,C,A,C,Belgrano,126267
253,2019-06-02,22:14:00,22,Hombre,Belgrano,C,C,B,C,C,B,C,C,C,C,C,B,C,Belgrano,126267
254,2019-06-02,22:12:00,52,Mujer,Barracas,A,C,B,A,A,B,B,A,A,A,A,B,A,Barracas,89452
255,2019-06-02,22:12:00,42,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,B,C,Monserrat,39914
256,2019-06-02,22:07:00,46,Mujer,Otro,C,C,C,C,C,B,C,C,C,C,C,C,C,Floresta,37575
257,2019-06-02,21:57:00,31,Mujer,Otro,C,C,B,C,B,C,B,C,C,C,C,C,C,Versalles,13822
258,2019-06-02,21:54:00,38,Mujer,Caballito,A,C,C,B,B,C,A,C,C,C,A,B,C,Caballito,176076
259,2019-06-02,21:45:00,31,Mujer,Palermo,A,A,C,B,B,B,B,B,C,C,B,B,B,Palermo,226534
260,2019-06-02,21:45:00,29,Mujer,Palermo,C,C,B,B,C,C,C,C,C,C,C,C,C,Palermo,226534
261,2019-06-02,21:44:00,29,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Parque avellaneda,53229
262,2019-06-02,21:42:00,32,Mujer,Palermo,B,C,C,B,C,B,B,C,B,C,C,B,C,Palermo,226534
263,2019-06-02,21:39:00,47,Mujer,Otro,A,A,A,B,A,A,C,B,A,B,A,A,C,San cristobal,48611
264,2019-06-02,21:29:00,27,Mujer,Otro,C,C,C,C,C,C,C,C,A,C,C,C,B,Retiro,65413
265,2019-06-02,21:21:00,36,Mujer,Montserrat,A,A,A,A,B,B,C,C,C,C,B,A,C,Monserrat,39914
266,2019-06-02,21:12:00,28,Hombre,Otro,B,B,B,B,B,C,C,B,C,C,B,C,B,Parque chacabuco,56281
267,2019-06-02,21:12:00,21,Mujer,Parque patricios,B,A,B,B,B,C,C,B,B,C,B,A,C,Parque patricios,40985
268,2019-06-02,21:11:00,31,Hombre,Otro,A,A,C,B,C,B,C,C,C,C,C,A,C,Retiro,65413
269,2019-06-02,21:04:00,27,Mujer,Caballito,B,C,C,C,C,C,C,C,C,C,C,C,C,Caballito,176076
270,2019-06-02,21:01:00,32,Mujer,Otro,B,C,B,A,A,B,C,A,B,C,A,B,B,Monserrat,39914
271,2019-06-02,21:00:00,28,Mujer,San cristobal,B,B,B,A,B,A,C,C,B,C,C,C,B,San cristobal,48611
272,2019-06-02,20:58:00,34,Mujer,Caballito,B,C,C,C,C,C,C,C,B,C,C,C,C,Caballito,176076
273,2019-06-02,20:58:00,21,Mujer,Otro,C,C,C,B,C,C,C,B,C,C,C,C,B,Belgrano,126267
274,2019-06-02,20:57:00,27,Mujer,Caballito,C,C,C,C,C,C,C,C,C,C,C,C,C,Caballito,176076
275,2019-06-02,20:56:00,30,Mujer,Almagro,A,A,B,B,A,A,B,B,B,B,A,B,C,Almagro,131699
276,2019-06-02,20:48:00,33,Mujer,Almagro,B,C,C,A,B,C,C,A,B,B,C,C,C,Almagro,131699
277,2019-06-02,20:46:00,27,Mujer,Retiro,B,C,C,B,C,C,C,C,C,C,C,B,C,Retiro,65413
278,2019-06-02,20:45:00,27,Mujer,Otro,B,C,C,B,C,B,C,B,C,C,A,C,C,Villa crespo,81959
279,2019-06-02,20:44:00,22,Mujer,Belgrano,A,A,A,A,B,B,B,C,B,B,A,C,C,Belgrano,126267
280,2019-06-02,20:42:00,17,Mujer,Chacarita,B,C,C,C,C,C,C,B,C,C,C,C,C,Chacarita,27761
281,2019-06-02,20:38:00,27,Mujer,Coghlan,C,C,C,C,C,C,C,C,B,C,C,B,C,Coghlan,18604
282,2019-06-02,20:36:00,32,Mujer,Belgrano,A,C,B,A,A,A,B,B,A,A,C,C,B,Belgrano,126267
283,2019-06-02,20:30:00,38,Mujer,Caballito,C,C,C,C,C,B,B,C,B,C,C,C,C,Caballito,176076
284,2019-06-02,20:27:00,26,Mujer,Barracas,C,C,C,C,C,C,C,C,C,C,C,C,C,Barracas,89452
285,2019-06-02,20:25:00,50,Mujer,Almagro,B,C,B,A,B,B,B,B,B,C,C,B,B,Almagro,131699
286,2019-06-02,20:23:00,26,Mujer,Otro,B,B,C,C,C,B,C,C,C,C,C,C,C,Villa real,13419
287,2019-06-02,20:20:00,38,Hombre,Caballito,C,C,C,C,C,C,C,C,C,C,A,C,C,Caballito,176076
288,2019-06-02,20:19:00,37,Mujer,Villa pueyrredon,B,A,B,B,C,A,A,A,B,C,C,C,C,Villa pueyrredon,39654
289,2019-06-02,20:19:00,25,Hombre,Otro,A,C,C,B,A,B,C,C,C,C,C,A,C,Monserrat,39914
290,2019-06-02,20:18:00,40,Hombre,Balvanera,B,C,B,B,B,A,A,B,B,A,C,C,C,Balvanera,138926
291,2019-06-02,20:18:00,45,Hombre,Belgrano,B,C,B,B,C,C,B,C,C,C,C,B,C,Belgrano,126267
292,2019-06-02,20:18:00,32,Hombre,Palermo,C,C,C,C,C,C,C,C,C,C,C,C,C,Palermo,226534
293,2019-06-02,20:17:00,18,Mujer,Agronomia,B,B,A,A,B,A,A,B,B,C,B,A,A,Agronomia,13912
294,2019-06-02,20:17:00,27,Hombre,Palermo,B,C,C,C,C,B,C,C,C,C,C,C,C,Palermo,226534
295,2019-06-02,20:16:00,37,Mujer,Otro,A,B,C,A,A,A,C,A,A,B,A,C,C,Nunez,51949
296,2019-06-02,20:16:00,45,Hombre,Belgrano,C,B,B,B,C,C,B,B,B,C,C,B,C,Belgrano,126267
297,2019-06-02,20:14:00,23,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa soldati,46779
298,2019-06-02,20:14:00,27,Mujer,Caballito,B,C,C,C,C,C,C,C,C,C,C,C,C,Caballito,176076
299,2019-06-02,20:13:00,38,Mujer,Caballito,C,C,C,C,B,B,C,C,C,C,C,B,C,Caballito,176076
300,2019-06-02,20:12:00,45,Hombre,Belgrano,B,B,B,B,B,B,B,B,B,C,C,B,C,Belgrano,126267
301,2019-06-02,20:12:00,24,Mujer,Almagro,B,B,C,B,A,A,C,C,C,C,A,C,B,Almagro,131699
302,2019-06-02,20:11:00,32,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Recoleta,157932
303,2019-06-02,20:09:00,45,Hombre,Belgrano,A,B,A,B,B,B,B,B,B,B,C,B,C,Belgrano,126267
304,2019-06-02,20:07:00,49,Mujer,Caballito,B,B,A,A,A,B,B,C,C,C,B,A,B,Caballito,176076
305,2019-06-02,20:06:00,45,Hombre,Belgrano,A,C,B,B,B,C,B,C,C,C,C,A,C,Belgrano,126267
306,2019-06-02,20:04:00,42,Mujer,Otro,A,A,B,A,A,A,B,B,A,A,B,B,B,Constitucion,44107
307,2019-06-02,20:02:00,36,Mujer,San telmo,C,C,C,C,C,C,B,B,C,C,C,B,C,San telmo,20453
308,2019-06-02,20:01:00,32,Mujer,Agronomia,C,C,C,A,C,B,C,B,C,C,B,C,C,Agronomia,13912
309,2019-06-02,20:00:00,47,Mujer,Agronomia,C,C,B,B,B,B,B,B,B,C,A,B,B,Agronomia,13912
310,2019-06-02,20:00:00,22,Mujer,Agronomia,B,C,C,A,A,A,B,A,A,C,A,A,A,Agronomia,13912
311,2019-06-02,19:56:00,28,Mujer,Otro,A,C,A,B,C,B,B,C,C,C,C,B,C,Barracas,89452
312,2019-06-02,19:51:00,38,Mujer,Recoleta,C,C,B,B,C,C,C,B,C,C,B,C,B,Recoleta,157932
313,2019-06-02,19:51:00,35,Mujer,Villa urquiza,A,A,A,A,B,A,A,B,B,B,A,A,A,Villa urquiza,91563
314,2019-06-02,19:41:00,38,Mujer,Versalles,B,C,B,A,B,A,C,A,A,C,B,C,A,Versalles,13822
315,2019-06-02,19:36:00,29,Mujer,Agronomia,C,C,C,B,C,C,C,B,C,C,C,C,C,Agronomia,13912
316,2019-06-02,19:36:00,31,Mujer,Colegiales,C,B,B,B,C,C,B,B,C,C,B,C,C,Colegiales,52551
317,2019-06-02,19:35:00,43,Mujer,Belgrano,C,C,C,A,B,A,C,B,A,C,C,C,C,Belgrano,126267
318,2019-06-02,19:35:00,23,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,A,B,C,Colegiales,52551
319,2019-06-02,19:29:00,30,Mujer,Otro,B,B,B,A,B,B,B,B,A,A,A,B,B,Retiro,65413
320,2019-06-02,19:25:00,22,Mujer,Otro,C,C,C,C,C,C,B,B,C,C,C,C,C,San cristobal,48611
321,2019-06-02,19:21:00,28,Mujer,Otro,B,C,A,A,A,A,A,A,A,B,A,A,B,Villa luro,32502
322,2019-06-02,19:08:00,35,Mujer,Otro,C,C,B,B,C,B,B,C,C,C,C,B,C,Villa real,13419
323,2019-06-02,19:06:00,47,Mujer,Montserrat,B,C,C,C,B,C,C,C,C,C,C,B,C,Monserrat,39914
324,2019-06-02,19:01:00,26,Mujer,Montserrat,B,C,A,B,B,A,C,B,B,B,A,B,C,Monserrat,39914
325,2019-06-02,19:00:00,28,Mujer,Balvanera,B,C,C,B,A,A,B,A,B,C,C,C,C,Balvanera,138926
326,2019-06-02,18:59:00,34,Mujer,Villa urquiza,A,A,A,A,A,A,A,A,A,A,A,A,C,Villa urquiza,91563
327,2019-06-02,18:56:00,33,Mujer,Nunez,A,B,A,A,B,A,B,B,A,C,A,A,C,Nunez,51949
328,2019-06-02,18:55:00,23,Mujer,Mataderos,C,C,C,C,B,B,C,C,C,C,C,C,C,Mataderos,64436
329,2019-06-02,18:55:00,30,Mujer,Almagro,B,B,B,A,B,A,B,B,B,C,A,C,C,Almagro,131699
330,2019-06-02,18:54:00,28,Mujer,Agronomia,A,B,A,A,C,B,B,C,B,B,A,A,C,Agronomia,13912
331,2019-06-02,18:52:00,36,Mujer,Palermo,B,C,B,A,A,A,A,B,C,B,C,C,C,Palermo,226534
332,2019-06-02,18:43:00,44,Hombre,Flores,C,C,C,B,C,B,B,B,B,C,C,C,C,Flores,164310
333,2019-06-02,18:40:00,25,Hombre,Mataderos,B,C,A,C,C,C,C,C,C,C,C,A,C,Mataderos,64436
334,2019-06-02,18:39:00,32,Mujer,Otro,C,A,C,B,C,B,C,B,B,B,A,C,C,Villa lugano,126374
335,2019-06-02,18:39:00,40,Mujer,Villa crespo,C,C,B,C,C,B,C,C,C,C,C,B,C,Villa crespo,81959
336,2019-06-02,18:37:00,33,Mujer,Villa pueyrredon,B,B,B,A,C,C,C,B,A,C,C,C,C,Villa pueyrredon,39654
337,2019-06-02,18:33:00,29,Mujer,Otro,A,A,A,A,A,B,A,B,C,C,A,A,C,Agronomia,13912
338,2019-06-02,18:32:00,36,Mujer,Otro,A,B,C,A,A,A,B,C,B,B,B,C,A,San nicolas,29273
339,2019-06-02,18:32:00,37,Hombre,Otro,A,B,B,B,C,B,C,B,C,C,C,A,C,Flores,164310
340,2019-06-02,16:35:00,47,Mujer,Almagro,B,A,A,A,A,A,B,A,A,B,A,B,C,Almagro,131699
341,2019-06-02,16:22:00,46,Hombre,Villa crespo,A,A,A,A,B,A,B,A,A,A,A,B,B,Villa crespo,81959
342,2019-06-02,16:07:00,47,Mujer,Villa crespo,C,C,C,C,B,C,C,C,C,C,C,C,C,Villa crespo,81959
343,2019-06-02,00:53:00,25,Hombre,Villa del parque,A,B,A,A,A,A,C,B,B,B,B,C,A,Villa del parque,55273
344,2019-06-02,00:30:00,25,Hombre,Villa del parque,A,A,A,A,A,A,A,B,C,C,A,A,A,Villa del parque,55273
345,2019-06-01,23:02:00,15,Mujer,Villa lugano,B,A,A,A,A,A,A,A,A,A,A,A,A,Villa lugano,126374
346,2019-06-01,18:23:00,17,Mujer,Almagro,A,A,B,B,A,B,B,B,B,B,A,B,B,Almagro,131699
347,2019-06-01,16:00:00,50,Mujer,Agronomia,B,B,B,B,B,B,B,B,B,B,B,B,B,Agronomia,13912
348,2019-06-01,13:59:00,20,Hombre,Otro,B,B,A,B,A,C,C,C,C,C,C,A,C,Villa pueyrredon,39654
349,2019-06-01,01:35:00,37,Mujer,Belgrano,B,C,C,C,C,B,C,C,C,C,C,C,C,Belgrano,126267
350,2019-05-31,19:28:00,30,Mujer,Otro,B,A,A,A,C,B,C,A,C,C,C,C,C,Retiro,65413
351,2019-05-31,17:30:00,24,Mujer,Caballito,A,A,A,A,B,B,A,A,A,B,A,B,B,Caballito,176076
352,2019-05-31,12:43:00,18,Hombre,Otro,A,A,A,C,A,C,C,C,C,C,A,A,C,Villa crespo,81959
353,2019-05-31,12:38:00,16,Mujer,Otro,A,A,C,C,A,A,A,C,C,C,C,C,C,Villa soldati,46779
354,2019-05-31,11:14:00,19,Hombre,Otro,B,C,C,B,C,A,C,B,C,C,A,C,A,Monte castro,33623
355,2019-05-31,11:10:00,19,Hombre,Otro,B,C,C,B,C,C,C,C,C,C,C,C,C,Villa pueyrredon,39654
356,2019-05-31,10:42:00,48,Mujer,Otro,B,A,B,C,B,B,B,B,B,C,C,B,C,Villa gral. mitre,34713
357,2019-05-31,10:33:00,24,Mujer,Otro,C,C,C,B,C,B,C,B,C,C,C,C,C,Villa real,13419
358,2019-05-31,01:49:00,32,Mujer,Otro,B,C,C,C,B,B,B,C,C,C,C,B,C,Agronomia,13912
359,2019-05-30,21:15:00,19,Mujer,Barracas,B,C,C,A,C,C,C,B,C,C,C,C,C,Barracas,89452
360,2019-05-30,14:43:00,26,Mujer,Parque patricios,B,A,B,A,C,A,C,B,B,B,B,A,C,Parque patricios,40985
361,2019-05-30,10:56:00,18,Hombre,Agronomia,A,A,A,A,A,A,A,A,A,A,A,A,A,Agronomia,13912
362,2019-05-30,08:37:00,32,Hombre,Palermo,B,C,B,B,B,B,C,C,C,B,C,B,C,Palermo,226534
363,2019-05-30,00:40:00,21,Mujer,Otro,B,C,C,A,B,A,B,A,A,B,A,C,A,Paternal,19717
364,2019-05-29,23:46:00,17,Mujer,Belgrano,B,A,B,B,B,A,A,A,A,C,C,A,C,Belgrano,126267
365,2019-05-29,00:45:00,20,Mujer,Almagro,A,B,B,C,A,B,A,C,C,C,A,C,C,Almagro,131699
366,2019-05-29,00:38:00,20,Mujer,Agronomia,C,B,A,A,B,C,A,B,C,C,A,C,B,Agronomia,13912
367,2019-05-28,15:11:00,39,Mujer,Almagro,B,A,B,A,B,A,C,C,C,B,A,A,B,Almagro,131699
368,2019-05-28,13:01:00,30,Mujer,San cristobal,B,C,B,C,C,C,C,B,B,B,C,B,C,San cristobal,48611
369,2019-05-28,11:55:00,28,Mujer,Boedo,B,C,B,A,A,A,B,B,B,C,A,B,C,Boedo,47306
370,2019-05-28,11:52:00,30,Mujer,Otro,B,C,C,A,B,C,C,A,B,C,B,B,C,Caballito,176076
371,2019-05-28,11:31:00,20,Mujer,Parque patricios,A,A,B,C,A,B,B,B,C,B,B,C,B,Parque patricios,40985
372,2019-05-28,10:25:00,34,Mujer,Otro,B,C,C,C,C,C,C,C,C,C,C,B,C,Almagro,131699
373,2019-05-28,10:14:00,20,Mujer,Otro,C,C,B,B,C,C,C,C,A,C,C,C,C,Mataderos,64436
374,2019-05-28,09:29:00,18,Mujer,Boedo,B,C,C,C,B,C,C,B,C,C,C,C,C,Boedo,47306
375,2019-05-28,08:21:00,37,Hombre,Palermo,A,A,A,B,A,A,A,B,C,C,C,B,C,Palermo,226534
376,2019-05-28,08:19:00,36,Mujer,Palermo,C,C,C,A,C,C,C,B,B,C,B,C,B,Palermo,226534
377,2019-05-28,07:39:00,30,Mujer,Belgrano,A,A,A,A,A,A,B,B,A,C,C,C,C,Belgrano,126267
378,2019-05-28,07:15:00,40,Mujer,Otro,B,A,B,B,B,C,C,C,C,C,C,B,C,Palermo,226534
379,2019-05-28,05:24:00,29,Hombre,San nicolas,B,B,B,A,A,B,B,C,C,A,C,B,C,San nicolas,29273
380,2019-05-28,04:44:00,18,Mujer,Otro,B,C,B,B,C,C,C,B,B,C,C,C,C,Agronomia,13912
381,2019-05-28,03:53:00,37,Hombre,Otro,B,B,C,B,C,B,C,C,C,C,C,A,C,Monte castro,33623
382,2019-05-28,02:16:00,28,Mujer,Balvanera,B,C,C,B,B,B,B,B,C,C,C,A,C,Balvanera,138926
383,2019-05-28,01:25:00,34,Hombre,Otro,A,C,A,A,B,B,C,A,A,B,C,A,C,Chacarita,27761
384,2019-05-28,01:20:00,22,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Belgrano,126267
385,2019-05-28,01:18:00,31,Mujer,Villa urquiza,C,C,C,C,C,C,C,B,C,C,C,C,C,Villa urquiza,91563
386,2019-05-28,00:10:00,32,Mujer,Montserrat,A,A,A,A,A,A,A,B,C,A,A,A,B,Monserrat,39914
387,2019-05-28,00:06:00,30,Mujer,Almagro,B,C,C,B,C,A,B,B,C,C,A,C,C,Almagro,131699
388,2019-05-27,23:46:00,22,Mujer,Boedo,C,C,C,C,C,C,C,C,C,C,C,C,C,Boedo,47306
389,2019-05-27,23:22:00,28,Mujer,Belgrano,C,C,C,C,C,C,A,C,C,C,C,C,C,Belgrano,126267
390,2019-05-27,22:44:00,19,Mujer,Barracas,A,A,B,B,B,B,C,C,B,C,C,C,C,Barracas,89452
391,2019-05-27,22:28:00,33,Mujer,Nunez,A,C,A,B,B,B,A,B,C,C,B,C,C,Nunez,51949
392,2019-05-27,22:27:00,22,Hombre,Otro,C,C,C,C,B,B,C,C,C,C,C,C,C,Villa urquiza,91563
393,2019-05-27,22:26:00,23,Mujer,Recoleta,B,C,C,B,A,B,B,B,C,C,B,B,C,Recoleta,157932
394,2019-05-27,22:22:00,20,Mujer,San nicolas,C,C,B,A,B,C,C,C,B,B,B,C,C,San nicolas,29273
395,2019-05-27,22:20:00,31,Mujer,Recoleta,C,C,C,C,C,C,C,C,C,C,C,C,C,Recoleta,157932
396,2019-05-27,22:19:00,21,Hombre,San nicolas,B,C,B,B,B,B,C,C,C,C,A,B,C,San nicolas,29273
397,2019-05-27,22:13:00,28,Mujer,San telmo,B,C,C,B,C,B,C,C,B,C,C,C,B,San telmo,20453
398,2019-05-27,22:12:00,20,Mujer,San nicolas,B,C,C,B,C,C,C,C,C,C,C,C,C,San nicolas,29273
399,2019-05-27,22:05:00,22,Mujer,Villa general mitre,B,B,B,B,B,B,A,B,B,B,B,B,B,Villa gral. mitre,34713
400,2019-05-27,21:57:00,31,Hombre,Villa general mitre,B,B,A,B,B,A,B,B,C,C,B,C,C,Villa gral. mitre,34713
401,2019-05-27,21:57:00,21,Hombre,Otro,B,A,B,B,A,A,C,B,C,C,A,B,B,Liniers,44132
402,2019-05-27,21:44:00,37,Hombre,Palermo,A,A,A,B,A,A,A,B,B,C,C,B,B,Palermo,226534
403,2019-05-27,20:22:00,17,Hombre,Balvanera,C,A,B,A,C,A,B,A,A,A,C,B,A,Balvanera,138926
404,2019-05-27,20:03:00,43,Hombre,Nueva pompeya,A,A,A,C,B,C,C,C,C,C,B,C,C,Nueva pompeya,42695
405,2019-05-27,19:59:00,33,Mujer,Agronomia,A,A,A,A,A,A,A,A,A,A,A,A,A,Agronomia,13912
406,2019-05-27,19:53:00,26,Mujer,Belgrano,B,C,C,C,C,B,C,C,C,C,C,C,B,Belgrano,126267
407,2019-05-27,19:42:00,25,Mujer,Belgrano,B,C,B,C,C,B,C,C,C,C,B,B,B,Belgrano,126267
408,2019-05-27,19:31:00,23,Hombre,Otro,A,A,A,B,B,C,C,C,B,A,B,A,C,Liniers,44132
409,2019-05-27,18:41:00,27,Hombre,Villa lugano,B,C,B,B,C,B,C,C,C,C,B,C,C,Villa lugano,126374
410,2019-05-27,18:34:00,36,Hombre,Flores,B,A,A,B,A,A,A,B,B,B,B,A,C,Flores,164310
411,2019-05-27,18:20:00,32,Mujer,Otro,A,A,B,C,B,B,C,C,C,B,C,A,C,Nunez,51949
412,2019-05-27,18:17:00,29,Mujer,Boedo,B,C,C,C,C,C,C,C,C,C,C,C,C,Boedo,47306
413,2019-05-27,18:05:00,18,Mujer,Barracas,B,C,C,B,B,C,C,C,C,C,C,B,C,Barracas,89452
414,2019-05-27,17:55:00,18,Mujer,Otro,B,C,A,C,C,A,C,B,C,C,C,C,A,Parque chas,17489
415,2019-05-27,17:52:00,24,Mujer,San nicolas,C,C,C,C,C,B,C,C,C,C,C,B,C,San nicolas,29273
416,2019-05-27,17:49:00,30,Mujer,Recoleta,B,C,B,C,C,B,B,C,C,C,B,C,B,Recoleta,157932
417,2019-05-27,17:36:00,18,Hombre,Villa crespo,B,B,C,C,C,C,C,C,C,C,C,B,C,Villa crespo,81959
418,2019-05-27,17:31:00,31,Mujer,Otro,B,B,B,A,B,A,B,B,A,A,B,C,C,Colegiales,52551
419,2019-05-27,17:27:00,22,Mujer,Otro,B,C,C,C,C,C,C,C,C,C,C,C,C,Coghlan,18604
420,2019-05-27,17:12:00,25,Mujer,Otro,A,B,B,B,B,B,C,C,C,C,B,C,B,Saavedra,50295
421,2019-05-27,17:04:00,27,Hombre,Palermo,A,C,A,A,B,B,C,C,C,C,C,C,C,Palermo,226534
422,2019-05-27,16:54:00,41,Hombre,Villa devoto,B,C,C,C,C,C,B,B,C,C,C,B,C,Villa devoto,66521
423,2019-05-27,16:48:00,41,Hombre,Villa urquiza,B,A,A,A,B,C,B,B,B,C,C,A,C,Villa urquiza,91563
424,2019-05-27,16:37:00,34,Mujer,Otro,B,B,C,B,C,C,B,B,C,C,C,C,C,Almagro,131699
425,2019-05-27,16:18:00,25,Mujer,Caballito,B,C,C,C,C,C,C,C,C,C,C,B,C,Caballito,176076
426,2019-05-27,15:58:00,23,Mujer,Balvanera,A,A,A,A,B,B,A,C,B,A,A,A,C,Balvanera,138926
427,2019-05-27,15:56:00,24,Mujer,Palermo,A,A,B,B,B,B,B,C,C,C,C,B,C,Palermo,226534
428,2019-05-27,15:52:00,22,Mujer,Belgrano,C,C,C,A,B,B,A,A,B,C,B,C,B,Belgrano,126267
429,2019-05-27,15:46:00,26,Mujer,Recoleta,C,C,C,C,C,C,C,C,C,C,C,C,C,Recoleta,157932
430,2019-05-27,15:42:00,28,Mujer,Otro,B,B,A,B,B,C,C,C,B,B,A,B,B,Almagro,131699
431,2019-05-27,15:38:00,19,Mujer,Recoleta,C,C,C,A,C,C,C,B,B,C,C,C,C,Recoleta,157932
432,2019-05-27,15:21:00,36,Mujer,Constitucion,B,B,B,B,C,C,C,C,C,C,C,C,C,Constitucion,44107
433,2019-05-27,15:05:00,21,Mujer,Recoleta,B,B,B,C,C,C,B,C,C,C,B,C,C,Recoleta,157932
434,2019-05-27,14:36:00,18,Mujer,Belgrano,B,C,C,C,C,C,C,C,C,C,C,C,C,Belgrano,126267
435,2019-05-27,14:26:00,28,Mujer,La paternal,C,C,C,C,C,C,C,C,C,C,C,C,C,Paternal,19717
436,2019-05-27,14:24:00,46,Mujer,Caballito,B,C,B,B,B,C,B,C,C,C,C,B,C,Caballito,176076
437,2019-05-27,14:23:00,21,Mujer,Balvanera,A,A,B,A,C,A,B,A,A,C,A,C,C,Balvanera,138926
438,2019-05-27,14:16:00,34,Hombre,Otro,B,C,C,A,B,B,C,B,C,C,B,C,C,Parque chacabuco,56281
439,2019-05-27,14:14:00,24,Mujer,Belgrano,C,C,C,C,B,C,C,C,C,C,C,C,C,Belgrano,126267
440,2019-05-27,14:10:00,17,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa devoto,66521
441,2019-05-27,14:00:00,31,Hombre,Otro,C,C,C,C,C,C,C,C,C,A,C,C,C,Velez sarsfield,35081
442,2019-05-27,14:00:00,26,Mujer,Recoleta,C,C,C,C,C,B,C,C,C,C,C,C,C,Recoleta,157932
443,2019-05-27,13:53:00,20,Hombre,Recoleta,C,C,C,B,C,C,C,C,C,C,C,C,C,Recoleta,157932
